YearQuarter,Industry,Gender,Number of Full-Time Equivalent Employees
2003Q4,Manufacturing,Both Sexes,208100
2004Q1,Manufacturing,Both Sexes,213100
2004Q2,Manufacturing,Both Sexes,213100
2004Q3,Manufacturing,Both Sexes,205300
2004Q4,Manufacturing,Both Sexes,205900
2005Q1,Manufacturing,Both Sexes,212300
2005Q2,Manufacturing,Both Sexes,209500
2005Q3,Manufacturing,Both Sexes,200500
2005Q4,Manufacturing,Both Sexes,203800
2006Q1,Manufacturing,Both Sexes,205900
2006Q2,Manufacturing,Both Sexes,204400
2006Q3,Manufacturing,Both Sexes,191800
2006Q4,Manufacturing,Both Sexes,199800
2007Q1,Manufacturing,Both Sexes,203100
2007Q2,Manufacturing,Both Sexes,199300
2007Q3,Manufacturing,Both Sexes,193400
2007Q4,Manufacturing,Both Sexes,200400
2008Q1,Manufacturing,Both Sexes,204900
2008Q2,Manufacturing,Both Sexes,205600
2008Q3,Manufacturing,Both Sexes,191500
2008Q4,Manufacturing,Both Sexes,189200
2009Q1,Manufacturing,Both Sexes,187800
2009Q2,Manufacturing,Both Sexes,180000
2009Q3,Manufacturing,Both Sexes,172100
2009Q4,Manufacturing,Both Sexes,176500
2010Q1,Manufacturing,Both Sexes,180100
2010Q2,Manufacturing,Both Sexes,178900
2010Q3,Manufacturing,Both Sexes,170900
2010Q4,Manufacturing,Both Sexes,173300
2011Q1,Manufacturing,Both Sexes,178700
2011Q2,Manufacturing,Both Sexes,174800
2011Q3,Manufacturing,Both Sexes,168600
2011Q4,Manufacturing,Both Sexes,167200
2012Q1,Manufacturing,Both Sexes,175200
2012Q2,Manufacturing,Both Sexes,172500
2012Q3,Manufacturing,Both Sexes,165600
2012Q4,Manufacturing,Both Sexes,166900
2013Q1,Manufacturing,Both Sexes,171800
2013Q2,Manufacturing,Both Sexes,171100
2013Q3,Manufacturing,Both Sexes,167900
2013Q4,Manufacturing,Both Sexes,169100
2014Q1,Manufacturing,Both Sexes,173400
2014Q2,Manufacturing,Both Sexes,171900
2014Q3,Manufacturing,Both Sexes,167700
2014Q4,Manufacturing,Both Sexes,169800
2015Q1,Manufacturing,Both Sexes,178700
2015Q2,Manufacturing,Both Sexes,176200
2015Q3,Manufacturing,Both Sexes,169000
2015Q4,Manufacturing,Both Sexes,170900
2016Q1,Manufacturing,Both Sexes,175300
2016Q2,Manufacturing,Both Sexes,175100
2016Q3,Manufacturing,Both Sexes,167700
2016Q4,Manufacturing,Both Sexes,167900
2017Q1,Manufacturing,Both Sexes,174000
2017Q2,Manufacturing,Both Sexes,177100
2017Q3,Manufacturing,Both Sexes,171500
2017Q4,Manufacturing,Both Sexes,171900
2018Q1,Manufacturing,Both Sexes,178700
2018Q2,Manufacturing,Both Sexes,174700
2018Q3,Manufacturing,Both Sexes,172700
2018Q4,Manufacturing,Both Sexes,174800
1989Q1,"Electricity, Gas, Water and Waste Services",Male,15300
1989Q2,"Electricity, Gas, Water and Waste Services",Male,14900
1989Q3,"Electricity, Gas, Water and Waste Services",Male,14600
1989Q4,"Electricity, Gas, Water and Waste Services",Male,14300
1990Q1,"Electricity, Gas, Water and Waste Services",Male,13900
1990Q2,"Electricity, Gas, Water and Waste Services",Male,13700
1990Q3,"Electricity, Gas, Water and Waste Services",Male,13700
1990Q4,"Electricity, Gas, Water and Waste Services",Male,13700
1991Q1,"Electricity, Gas, Water and Waste Services",Male,13700
1991Q2,"Electricity, Gas, Water and Waste Services",Male,13500
1991Q3,"Electricity, Gas, Water and Waste Services",Male,13600
1991Q4,"Electricity, Gas, Water and Waste Services",Male,13000
1992Q1,"Electricity, Gas, Water and Waste Services",Male,12800
1992Q2,"Electricity, Gas, Water and Waste Services",Male,12000
1992Q3,"Electricity, Gas, Water and Waste Services",Male,11600
1992Q4,"Electricity, Gas, Water and Waste Services",Male,11700
1993Q1,"Electricity, Gas, Water and Waste Services",Male,11600
1993Q2,"Electricity, Gas, Water and Waste Services",Male,11100
1993Q3,"Electricity, Gas, Water and Waste Services",Male,11300
1993Q4,"Electricity, Gas, Water and Waste Services",Male,11200
1994Q1,"Electricity, Gas, Water and Waste Services",Male,11400
1994Q2,"Electricity, Gas, Water and Waste Services",Male,11400
1994Q3,"Electricity, Gas, Water and Waste Services",Male,10900
1994Q4,"Electricity, Gas, Water and Waste Services",Male,10700
1995Q1,"Electricity, Gas, Water and Waste Services",Male,10900
1995Q2,"Electricity, Gas, Water and Waste Services",Male,10700
1995Q3,"Electricity, Gas, Water and Waste Services",Male,10500
1995Q4,"Electricity, Gas, Water and Waste Services",Male,10300
1996Q1,"Electricity, Gas, Water and Waste Services",Male,10100
1996Q2,"Electricity, Gas, Water and Waste Services",Male,10000
1996Q3,"Electricity, Gas, Water and Waste Services",Male,10000
1996Q4,"Electricity, Gas, Water and Waste Services",Male,10100
1997Q1,"Electricity, Gas, Water and Waste Services",Male,10200
1997Q2,"Electricity, Gas, Water and Waste Services",Male,9800
1997Q3,"Electricity, Gas, Water and Waste Services",Male,9400
1997Q4,"Electricity, Gas, Water and Waste Services",Male,9000
1998Q1,"Electricity, Gas, Water and Waste Services",Male,8700
1998Q2,"Electricity, Gas, Water and Waste Services",Male,8600
1998Q3,"Electricity, Gas, Water and Waste Services",Male,8400
1998Q4,"Electricity, Gas, Water and Waste Services",Male,7900
1999Q1,"Electricity, Gas, Water and Waste Services",Male,8400
1999Q2,"Electricity, Gas, Water and Waste Services",Male,7300
1999Q3,"Electricity, Gas, Water and Waste Services",Male,7100
1999Q4,"Electricity, Gas, Water and Waste Services",Male,6500
2000Q1,"Electricity, Gas, Water and Waste Services",Male,6800
2000Q2,"Electricity, Gas, Water and Waste Services",Male,7200
2000Q3,"Electricity, Gas, Water and Waste Services",Male,6300
2000Q4,"Electricity, Gas, Water and Waste Services",Male,6600
2001Q1,"Electricity, Gas, Water and Waste Services",Male,6600
2001Q2,"Electricity, Gas, Water and Waste Services",Male,6700
2001Q3,"Electricity, Gas, Water and Waste Services",Male,6300
2001Q4,"Electricity, Gas, Water and Waste Services",Male,6500
2002Q1,"Electricity, Gas, Water and Waste Services",Male,6700
2002Q2,"Electricity, Gas, Water and Waste Services",Male,6400
2002Q3,"Electricity, Gas, Water and Waste Services",Male,6300
2002Q4,"Electricity, Gas, Water and Waste Services",Male,6400
2003Q1,"Electricity, Gas, Water and Waste Services",Male,6600
2003Q2,"Electricity, Gas, Water and Waste Services",Male,6600
2003Q3,"Electricity, Gas, Water and Waste Services",Male,6300
2003Q4,"Electricity, Gas, Water and Waste Services",Male,6600
2004Q1,"Electricity, Gas, Water and Waste Services",Male,6500
2004Q2,"Electricity, Gas, Water and Waste Services",Male,6400
2004Q3,"Electricity, Gas, Water and Waste Services",Male,6500
2004Q4,"Electricity, Gas, Water and Waste Services",Male,6200
2005Q1,"Electricity, Gas, Water and Waste Services",Male,6700
2005Q2,"Electricity, Gas, Water and Waste Services",Male,6600
2005Q3,"Electricity, Gas, Water and Waste Services",Male,6600
2005Q4,"Electricity, Gas, Water and Waste Services",Male,6500
2006Q1,"Electricity, Gas, Water and Waste Services",Male,6400
2006Q2,"Electricity, Gas, Water and Waste Services",Male,6100
2006Q3,"Electricity, Gas, Water and Waste Services",Male,6100
2006Q4,"Electricity, Gas, Water and Waste Services",Male,6100
2007Q1,"Electricity, Gas, Water and Waste Services",Male,6100
2007Q2,"Electricity, Gas, Water and Waste Services",Male,5800
2007Q3,"Electricity, Gas, Water and Waste Services",Male,5900
2007Q4,"Electricity, Gas, Water and Waste Services",Male,6000
2008Q1,"Electricity, Gas, Water and Waste Services",Male,6000
2008Q2,"Electricity, Gas, Water and Waste Services",Male,5900
2008Q3,"Electricity, Gas, Water and Waste Services",Male,5800
2008Q4,"Electricity, Gas, Water and Waste Services",Male,6000
2009Q1,"Electricity, Gas, Water and Waste Services",Male,5400
2009Q2,"Electricity, Gas, Water and Waste Services",Male,5100
2009Q3,"Electricity, Gas, Water and Waste Services",Male,5500
2009Q4,"Electricity, Gas, Water and Waste Services",Male,6500
2010Q1,"Electricity, Gas, Water and Waste Services",Male,6500
2010Q2,"Electricity, Gas, Water and Waste Services",Male,6600
2010Q3,"Electricity, Gas, Water and Waste Services",Male,6600
2010Q4,"Electricity, Gas, Water and Waste Services",Male,6800
2011Q1,"Electricity, Gas, Water and Waste Services",Male,7200
2011Q2,"Electricity, Gas, Water and Waste Services",Male,7500
2011Q3,"Electricity, Gas, Water and Waste Services",Male,7900
2011Q4,"Electricity, Gas, Water and Waste Services",Male,8400
2012Q1,"Electricity, Gas, Water and Waste Services",Male,8700
2012Q2,"Electricity, Gas, Water and Waste Services",Male,9000
2012Q3,"Electricity, Gas, Water and Waste Services",Male,9400
2012Q4,"Electricity, Gas, Water and Waste Services",Male,9700
2013Q1,"Electricity, Gas, Water and Waste Services",Male,9200
2013Q2,"Electricity, Gas, Water and Waste Services",Male,8400
2013Q3,"Electricity, Gas, Water and Waste Services",Male,8400
2013Q4,"Electricity, Gas, Water and Waste Services",Male,8600
2014Q1,"Electricity, Gas, Water and Waste Services",Male,9100
2014Q2,"Electricity, Gas, Water and Waste Services",Male,9200
2014Q3,"Electricity, Gas, Water and Waste Services",Male,9200
2014Q4,"Electricity, Gas, Water and Waste Services",Male,9500
2015Q1,"Electricity, Gas, Water and Waste Services",Male,9600
2015Q2,"Electricity, Gas, Water and Waste Services",Male,9700
2015Q3,"Electricity, Gas, Water and Waste Services",Male,9600
2015Q4,"Electricity, Gas, Water and Waste Services",Male,9600
2016Q1,"Electricity, Gas, Water and Waste Services",Male,9700
2016Q2,"Electricity, Gas, Water and Waste Services",Male,9700
2016Q3,"Electricity, Gas, Water and Waste Services",Male,9600
2016Q4,"Electricity, Gas, Water and Waste Services",Male,9800
2017Q1,"Electricity, Gas, Water and Waste Services",Male,9900
2017Q2,"Electricity, Gas, Water and Waste Services",Male,10300
2017Q3,"Electricity, Gas, Water and Waste Services",Male,10500
2017Q4,"Electricity, Gas, Water and Waste Services",Male,10600
2018Q1,"Electricity, Gas, Water and Waste Services",Male,10900
2018Q2,"Electricity, Gas, Water and Waste Services",Male,11100
2018Q3,"Electricity, Gas, Water and Waste Services",Male,11100
2018Q4,"Electricity, Gas, Water and Waste Services",Male,11000
1989Q1,"Electricity, Gas, Water and Waste Services",Female,2900
1989Q2,"Electricity, Gas, Water and Waste Services",Female,2400
1989Q3,"Electricity, Gas, Water and Waste Services",Female,2300
1989Q4,"Electricity, Gas, Water and Waste Services",Female,2200
1990Q1,"Electricity, Gas, Water and Waste Services",Female,2300
1990Q2,"Electricity, Gas, Water and Waste Services",Female,2200
1990Q3,"Electricity, Gas, Water and Waste Services",Female,2200
1990Q4,"Electricity, Gas, Water and Waste Services",Female,2300
1991Q1,"Electricity, Gas, Water and Waste Services",Female,2400
1991Q2,"Electricity, Gas, Water and Waste Services",Female,2400
1991Q3,"Electricity, Gas, Water and Waste Services",Female,2400
1991Q4,"Electricity, Gas, Water and Waste Services",Female,2300
1992Q1,"Electricity, Gas, Water and Waste Services",Female,2400
1992Q2,"Electricity, Gas, Water and Waste Services",Female,2300
1992Q3,"Electricity, Gas, Water and Waste Services",Female,2200
1992Q4,"Electricity, Gas, Water and Waste Services",Female,2300
1993Q1,"Electricity, Gas, Water and Waste Services",Female,2300
1993Q2,"Electricity, Gas, Water and Waste Services",Female,2300
1993Q3,"Electricity, Gas, Water and Waste Services",Female,2300
1993Q4,"Electricity, Gas, Water and Waste Services",Female,2400
1994Q1,"Electricity, Gas, Water and Waste Services",Female,2400
1994Q2,"Electricity, Gas, Water and Waste Services",Female,2400
1994Q3,"Electricity, Gas, Water and Waste Services",Female,2400
1994Q4,"Electricity, Gas, Water and Waste Services",Female,2500
1995Q1,"Electricity, Gas, Water and Waste Services",Female,2500
1995Q2,"Electricity, Gas, Water and Waste Services",Female,2500
1995Q3,"Electricity, Gas, Water and Waste Services",Female,2500
1995Q4,"Electricity, Gas, Water and Waste Services",Female,2600
1996Q1,"Electricity, Gas, Water and Waste Services",Female,2500
1996Q2,"Electricity, Gas, Water and Waste Services",Female,2600
1996Q3,"Electricity, Gas, Water and Waste Services",Female,2600
1996Q4,"Electricity, Gas, Water and Waste Services",Female,2600
1997Q1,"Electricity, Gas, Water and Waste Services",Female,2800
1997Q2,"Electricity, Gas, Water and Waste Services",Female,2700
1997Q3,"Electricity, Gas, Water and Waste Services",Female,2600
1997Q4,"Electricity, Gas, Water and Waste Services",Female,2500
1998Q1,"Electricity, Gas, Water and Waste Services",Female,2500
1998Q2,"Electricity, Gas, Water and Waste Services",Female,2700
1998Q3,"Electricity, Gas, Water and Waste Services",Female,2500
1998Q4,"Electricity, Gas, Water and Waste Services",Female,2400
1999Q1,"Electricity, Gas, Water and Waste Services",Female,2500
1999Q2,"Electricity, Gas, Water and Waste Services",Female,2300
1999Q3,"Electricity, Gas, Water and Waste Services",Female,2000
1999Q4,"Electricity, Gas, Water and Waste Services",Female,2100
2000Q1,"Electricity, Gas, Water and Waste Services",Female,2200
2000Q2,"Electricity, Gas, Water and Waste Services",Female,2400
2000Q3,"Electricity, Gas, Water and Waste Services",Female,2300
2000Q4,"Electricity, Gas, Water and Waste Services",Female,2300
2001Q1,"Electricity, Gas, Water and Waste Services",Female,2400
2001Q2,"Electricity, Gas, Water and Waste Services",Female,2500
2001Q3,"Electricity, Gas, Water and Waste Services",Female,2600
2001Q4,"Electricity, Gas, Water and Waste Services",Female,2500
2002Q1,"Electricity, Gas, Water and Waste Services",Female,2500
2002Q2,"Electricity, Gas, Water and Waste Services",Female,2500
2002Q3,"Electricity, Gas, Water and Waste Services",Female,2300
2002Q4,"Electricity, Gas, Water and Waste Services",Female,2300
2003Q1,"Electricity, Gas, Water and Waste Services",Female,2400
2003Q2,"Electricity, Gas, Water and Waste Services",Female,2300
2003Q3,"Electricity, Gas, Water and Waste Services",Female,2400
2003Q4,"Electricity, Gas, Water and Waste Services",Female,2400
2004Q1,"Electricity, Gas, Water and Waste Services",Female,2200
2004Q2,"Electricity, Gas, Water and Waste Services",Female,2300
2004Q3,"Electricity, Gas, Water and Waste Services",Female,2200
2004Q4,"Electricity, Gas, Water and Waste Services",Female,2200
2005Q1,"Electricity, Gas, Water and Waste Services",Female,2400
2005Q2,"Electricity, Gas, Water and Waste Services",Female,2400
2005Q3,"Electricity, Gas, Water and Waste Services",Female,2300
2005Q4,"Electricity, Gas, Water and Waste Services",Female,2300
2006Q1,"Electricity, Gas, Water and Waste Services",Female,2200
2006Q2,"Electricity, Gas, Water and Waste Services",Female,2100
2006Q3,"Electricity, Gas, Water and Waste Services",Female,2100
2006Q4,"Electricity, Gas, Water and Waste Services",Female,2100
2007Q1,"Electricity, Gas, Water and Waste Services",Female,2100
2007Q2,"Electricity, Gas, Water and Waste Services",Female,2000
2007Q3,"Electricity, Gas, Water and Waste Services",Female,2000
2007Q4,"Electricity, Gas, Water and Waste Services",Female,2000
2008Q1,"Electricity, Gas, Water and Waste Services",Female,2000
2008Q2,"Electricity, Gas, Water and Waste Services",Female,1900
2008Q3,"Electricity, Gas, Water and Waste Services",Female,1900
2008Q4,"Electricity, Gas, Water and Waste Services",Female,1900
2009Q1,"Electricity, Gas, Water and Waste Services",Female,1900
2009Q2,"Electricity, Gas, Water and Waste Services",Female,1700
2009Q3,"Electricity, Gas, Water and Waste Services",Female,1900
2009Q4,"Electricity, Gas, Water and Waste Services",Female,2200
2010Q1,"Electricity, Gas, Water and Waste Services",Female,2300
2010Q2,"Electricity, Gas, Water and Waste Services",Female,2300
2010Q3,"Electricity, Gas, Water and Waste Services",Female,2300
2010Q4,"Electricity, Gas, Water and Waste Services",Female,2400
2011Q1,"Electricity, Gas, Water and Waste Services",Female,2600
2011Q2,"Electricity, Gas, Water and Waste Services",Female,2700
2011Q3,"Electricity, Gas, Water and Waste Services",Female,2600
2011Q4,"Electricity, Gas, Water and Waste Services",Female,2600
2012Q1,"Electricity, Gas, Water and Waste Services",Female,2900
2012Q2,"Electricity, Gas, Water and Waste Services",Female,3000
2012Q3,"Electricity, Gas, Water and Waste Services",Female,3200
2012Q4,"Electricity, Gas, Water and Waste Services",Female,3300
2013Q1,"Electricity, Gas, Water and Waste Services",Female,3000
2013Q2,"Electricity, Gas, Water and Waste Services",Female,2700
2013Q3,"Electricity, Gas, Water and Waste Services",Female,2900
2013Q4,"Electricity, Gas, Water and Waste Services",Female,2900
2014Q1,"Electricity, Gas, Water and Waste Services",Female,3100
2014Q2,"Electricity, Gas, Water and Waste Services",Female,3300
2014Q3,"Electricity, Gas, Water and Waste Services",Female,3100
2014Q4,"Electricity, Gas, Water and Waste Services",Female,3500
2015Q1,"Electricity, Gas, Water and Waste Services",Female,3400
2015Q2,"Electricity, Gas, Water and Waste Services",Female,3400
2015Q3,"Electricity, Gas, Water and Waste Services",Female,3500
2015Q4,"Electricity, Gas, Water and Waste Services",Female,3600
2016Q1,"Electricity, Gas, Water and Waste Services",Female,3400
2016Q2,"Electricity, Gas, Water and Waste Services",Female,3400
2016Q3,"Electricity, Gas, Water and Waste Services",Female,3500
2016Q4,"Electricity, Gas, Water and Waste Services",Female,3400
2017Q1,"Electricity, Gas, Water and Waste Services",Female,3300
2017Q2,"Electricity, Gas, Water and Waste Services",Female,3500
2017Q3,"Electricity, Gas, Water and Waste Services",Female,3600
2017Q4,"Electricity, Gas, Water and Waste Services",Female,3700
2018Q1,"Electricity, Gas, Water and Waste Services",Female,3800
2018Q2,"Electricity, Gas, Water and Waste Services",Female,4000
2018Q3,"Electricity, Gas, Water and Waste Services",Female,4000
2018Q4,"Electricity, Gas, Water and Waste Services",Female,4100
1989Q1,"Electricity, Gas, Water and Waste Services",Both Sexes,18200
1989Q2,"Electricity, Gas, Water and Waste Services",Both Sexes,17300
1989Q3,"Electricity, Gas, Water and Waste Services",Both Sexes,16900
1989Q4,"Electricity, Gas, Water and Waste Services",Both Sexes,16500
1990Q1,"Electricity, Gas, Water and Waste Services",Both Sexes,16200
1990Q2,"Electricity, Gas, Water and Waste Services",Both Sexes,15900
1990Q3,"Electricity, Gas, Water and Waste Services",Both Sexes,15900
1990Q4,"Electricity, Gas, Water and Waste Services",Both Sexes,15900
1991Q1,"Electricity, Gas, Water and Waste Services",Both Sexes,16100
1991Q2,"Electricity, Gas, Water and Waste Services",Both Sexes,16000
1991Q3,"Electricity, Gas, Water and Waste Services",Both Sexes,16000
1991Q4,"Electricity, Gas, Water and Waste Services",Both Sexes,15300
1992Q1,"Electricity, Gas, Water and Waste Services",Both Sexes,15100
1992Q2,"Electricity, Gas, Water and Waste Services",Both Sexes,14300
1992Q3,"Electricity, Gas, Water and Waste Services",Both Sexes,13800
1992Q4,"Electricity, Gas, Water and Waste Services",Both Sexes,14000
1993Q1,"Electricity, Gas, Water and Waste Services",Both Sexes,13900
1993Q2,"Electricity, Gas, Water and Waste Services",Both Sexes,13300
1993Q3,"Electricity, Gas, Water and Waste Services",Both Sexes,13700
1993Q4,"Electricity, Gas, Water and Waste Services",Both Sexes,13500
1994Q1,"Electricity, Gas, Water and Waste Services",Both Sexes,13800
1994Q2,"Electricity, Gas, Water and Waste Services",Both Sexes,13800
1994Q3,"Electricity, Gas, Water and Waste Services",Both Sexes,13300
1994Q4,"Electricity, Gas, Water and Waste Services",Both Sexes,13200
1995Q1,"Electricity, Gas, Water and Waste Services",Both Sexes,13500
