YearQuarter,Industry,Gender,Number of Working Proprietors,Number of Part-Time Paid Employees,Number of Full-Time Paid Employees,Total Number of People in Employment
2017Q4,Manufacturing,Male,8700,6700,126700,142100
2018Q1,Manufacturing,Male,8400,6600,131600,146600
2018Q2,Manufacturing,Male,7700,5800,127600,141100
2018Q3,Manufacturing,Male,7900,6500,126300,140800
2018Q4,Manufacturing,Male,7100,6400,126400,139900
1989Q1,Manufacturing,Female,4500,11900,56400,72800
1989Q2,Manufacturing,Female,4600,12100,53400,70100
1989Q3,Manufacturing,Female,4600,12400,50900,68000
1989Q4,Manufacturing,Female,4700,12800,50800,68300
1990Q1,Manufacturing,Female,4700,12400,53100,70300
1990Q2,Manufacturing,Female,4700,12100,49900,66700
1990Q3,Manufacturing,Female,4700,12000,48800,65600
1990Q4,Manufacturing,Female,4700,12500,48500,65600
1991Q1,Manufacturing,Female,4700,11900,51000,67600
1991Q2,Manufacturing,Female,4700,11600,47900,64200
1991Q3,Manufacturing,Female,4700,11700,44800,61200
1991Q4,Manufacturing,Female,4700,11500,44700,61000
1992Q1,Manufacturing,Female,4700,11800,48200,64800
1992Q2,Manufacturing,Female,4800,11700,45600,62100
1992Q3,Manufacturing,Female,4800,12000,44600,61500
1992Q4,Manufacturing,Female,4900,12700,45500,63100
1993Q1,Manufacturing,Female,4900,12200,49000,66000
1993Q2,Manufacturing,Female,5100,12000,47000,64000
1993Q3,Manufacturing,Female,5200,12600,46800,64600
1993Q4,Manufacturing,Female,5400,12900,47600,65800
1994Q1,Manufacturing,Female,5500,13500,51300,70300
1994Q2,Manufacturing,Female,5500,13200,49700,68400
1994Q3,Manufacturing,Female,5600,13400,49400,68400
1994Q4,Manufacturing,Female,5600,13600,50700,69900
1995Q1,Manufacturing,Female,5600,13800,53900,73300
1995Q2,Manufacturing,Female,5600,13500,52000,71100
1995Q3,Manufacturing,Female,5500,14000,50800,70300
1995Q4,Manufacturing,Female,5500,13700,51100,70300
1996Q1,Manufacturing,Female,5500,13800,53200,72500
1996Q2,Manufacturing,Female,5500,13400,52500,71400
1996Q3,Manufacturing,Female,5400,13400,51100,70000
1996Q4,Manufacturing,Female,5400,14000,50600,70000
1997Q1,Manufacturing,Female,5400,13200,51000,69600
1997Q2,Manufacturing,Female,5300,14000,49900,69200
1997Q3,Manufacturing,Female,5300,13800,48100,67200
1997Q4,Manufacturing,Female,5200,14000,48400,67700
1998Q1,Manufacturing,Female,5200,13400,48900,67600
1998Q2,Manufacturing,Female,5200,13900,47600,66700
1998Q3,Manufacturing,Female,5300,14400,45900,65500
1998Q4,Manufacturing,Female,5300,14500,45400,65200
1999Q1,Manufacturing,Female,5300,14100,46600,66100
1999Q2,Manufacturing,Female,5100,14000,46800,65900
1999Q3,Manufacturing,Female,4900,13700,45900,64400
1999Q4,Manufacturing,Female,4900,14100,47200,66100
2000Q1,Manufacturing,Female,4800,14500,48000,67200
2000Q2,Manufacturing,Female,4500,13600,47400,65500
2000Q3,Manufacturing,Female,4600,14300,46400,65200
2000Q4,Manufacturing,Female,4800,14300,47300,66400
2001Q1,Manufacturing,Female,4700,14200,48000,66900
2001Q2,Manufacturing,Female,4800,14400,47300,66500
2001Q3,Manufacturing,Female,5100,14500,46200,65900
2001Q4,Manufacturing,Female,5100,15800,47500,68500
2002Q1,Manufacturing,Female,5100,14800,48700,68700
2002Q2,Manufacturing,Female,5200,15100,48200,68600
2002Q3,Manufacturing,Female,5200,15300,47300,67800
2002Q4,Manufacturing,Female,5200,15800,48800,69700
2003Q1,Manufacturing,Female,5200,16100,49500,70700
2003Q2,Manufacturing,Female,5000,15200,48400,68600
2003Q3,Manufacturing,Female,5000,14700,46800,66500
2003Q4,Manufacturing,Female,4600,15100,47000,66700
2004Q1,Manufacturing,Female,5000,14800,49000,68700
2004Q2,Manufacturing,Female,5300,14300,49600,69200
2004Q3,Manufacturing,Female,5200,14100,47800,67100
2004Q4,Manufacturing,Female,4900,13200,48300,66400
2005Q1,Manufacturing,Female,5000,12600,49400,66900
2005Q2,Manufacturing,Female,5300,13700,47300,66300
2005Q3,Manufacturing,Female,5300,13800,45800,64900
2005Q4,Manufacturing,Female,5400,13200,46300,64900
2006Q1,Manufacturing,Female,4900,13400,46400,64700
2006Q2,Manufacturing,Female,4500,13600,45800,63900
2006Q3,Manufacturing,Female,4500,12700,43700,60900
2006Q4,Manufacturing,Female,4700,13000,45500,63200
2007Q1,Manufacturing,Female,4600,12800,46800,64200
2007Q2,Manufacturing,Female,4500,12600,45400,62600
2007Q3,Manufacturing,Female,4400,12200,42400,59000
2007Q4,Manufacturing,Female,4600,11500,44300,60500
2008Q1,Manufacturing,Female,4300,11000,45400,60700
2008Q2,Manufacturing,Female,4900,11500,45000,61300
2008Q3,Manufacturing,Female,5000,12200,41500,58600
2008Q4,Manufacturing,Female,5000,10700,41500,57100
2009Q1,Manufacturing,Female,4600,10300,41400,56300
2009Q2,Manufacturing,Female,4900,10200,38200,53300
2009Q3,Manufacturing,Female,4500,10500,36100,51100
2009Q4,Manufacturing,Female,3400,10400,38000,51800
2010Q1,Manufacturing,Female,3400,11200,37600,52200
2010Q2,Manufacturing,Female,3500,10500,37600,51600
2010Q3,Manufacturing,Female,3200,9000,35100,47300
2010Q4,Manufacturing,Female,3200,10300,35400,48800
2011Q1,Manufacturing,Female,3200,8800,38700,50700
2011Q2,Manufacturing,Female,3500,9400,37900,50900
2011Q3,Manufacturing,Female,3900,9900,35000,48800
2011Q4,Manufacturing,Female,3600,10200,35400,49200
2012Q1,Manufacturing,Female,4100,10200,37400,51600
2012Q2,Manufacturing,Female,3500,9500,36900,49900
2012Q3,Manufacturing,Female,3300,9500,34500,47300
2012Q4,Manufacturing,Female,3400,9400,34500,47200
2013Q1,Manufacturing,Female,3200,9000,37200,49400
2013Q2,Manufacturing,Female,3500,9900,36100,49500
2013Q3,Manufacturing,Female,3900,8200,36000,48000
2013Q4,Manufacturing,Female,3200,9500,36100,48700
2014Q1,Manufacturing,Female,3700,9800,37600,51100
2014Q2,Manufacturing,Female,3200,8600,37000,48900
2014Q3,Manufacturing,Female,3300,8600,35700,47500
2014Q4,Manufacturing,Female,3300,8600,36000,47800
2015Q1,Manufacturing,Female,3300,8400,39200,50900
2015Q2,Manufacturing,Female,3600,8100,38100,49800
2015Q3,Manufacturing,Female,3600,8300,35700,47600
2015Q4,Manufacturing,Female,3700,8500,37200,49400
2016Q1,Manufacturing,Female,3400,8200,38300,50000
2016Q2,Manufacturing,Female,3500,8000,39400,50900
2016Q3,Manufacturing,Female,3800,8100,37200,49200
2016Q4,Manufacturing,Female,3900,9000,37200,50100
2017Q1,Manufacturing,Female,3300,8700,38300,50200
2017Q2,Manufacturing,Female,3500,8900,39600,51900
2017Q3,Manufacturing,Female,3800,8900,37600,50400
2017Q4,Manufacturing,Female,3500,8000,37800,49400
2018Q1,Manufacturing,Female,3700,7900,39900,51400
2018Q2,Manufacturing,Female,3200,8800,39800,51800
2018Q3,Manufacturing,Female,3400,10100,38000,51600
2018Q4,Manufacturing,Female,3200,10500,39900,53600
1989Q1,Manufacturing,Both Sexes,16200,16400,216400,249000
1989Q2,Manufacturing,Both Sexes,16200,17300,210400,243900
1989Q3,Manufacturing,Both Sexes,16100,17500,196700,230300
1989Q4,Manufacturing,Both Sexes,16000,18300,194500,228800
1990Q1,Manufacturing,Both Sexes,16000,17400,202300,235700
1990Q2,Manufacturing,Both Sexes,15800,17700,198300,231900
1990Q3,Manufacturing,Both Sexes,15700,17500,188300,221500
1990Q4,Manufacturing,Both Sexes,15600,18000,188600,222300
1991Q1,Manufacturing,Both Sexes,15500,16800,195700,228000
1991Q2,Manufacturing,Both Sexes,15500,17100,189700,222300
1991Q3,Manufacturing,Both Sexes,15600,17500,173300,206500
1991Q4,Manufacturing,Both Sexes,15600,17600,175900,209200
1992Q1,Manufacturing,Both Sexes,15700,17300,185500,218500
1992Q2,Manufacturing,Both Sexes,15800,17800,184400,218000
1992Q3,Manufacturing,Both Sexes,15800,18300,173200,207300
1992Q4,Manufacturing,Both Sexes,15900,19800,178900,214500
1993Q1,Manufacturing,Both Sexes,15900,17900,188900,222800
1993Q2,Manufacturing,Both Sexes,16300,19000,188800,224200
1993Q3,Manufacturing,Both Sexes,16800,19900,182600,219300
1993Q4,Manufacturing,Both Sexes,17200,20400,187300,225000
1994Q1,Manufacturing,Both Sexes,17700,20400,195000,233000
1994Q2,Manufacturing,Both Sexes,17700,21200,199300,238200
1994Q3,Manufacturing,Both Sexes,17700,21900,191700,231300
1994Q4,Manufacturing,Both Sexes,17700,22200,197000,237000
1995Q1,Manufacturing,Both Sexes,17700,21000,203000,241700
1995Q2,Manufacturing,Both Sexes,17700,22000,206400,246000
1995Q3,Manufacturing,Both Sexes,17600,22400,199300,239300
1995Q4,Manufacturing,Both Sexes,17600,22100,201200,240900
1996Q1,Manufacturing,Both Sexes,17500,20800,204000,242400
1996Q2,Manufacturing,Both Sexes,17400,21600,209100,248200
1996Q3,Manufacturing,Both Sexes,17300,21500,199800,238600
1996Q4,Manufacturing,Both Sexes,17100,22300,201500,240900
1997Q1,Manufacturing,Both Sexes,17000,20300,199700,237000
1997Q2,Manufacturing,Both Sexes,16900,22000,201000,239900
1997Q3,Manufacturing,Both Sexes,16800,22100,191900,230800
1997Q4,Manufacturing,Both Sexes,16600,22400,193700,232700
1998Q1,Manufacturing,Both Sexes,16500,20600,193000,230100
1998Q2,Manufacturing,Both Sexes,16600,22200,192600,231500
1998Q3,Manufacturing,Both Sexes,16800,23100,183500,223400
1998Q4,Manufacturing,Both Sexes,16900,23800,182600,223300
1999Q1,Manufacturing,Both Sexes,17000,22800,188900,228800
1999Q2,Manufacturing,Both Sexes,16400,22600,186500,225500
1999Q3,Manufacturing,Both Sexes,15800,22100,179100,217000
1999Q4,Manufacturing,Both Sexes,15000,23100,183300,221300
2000Q1,Manufacturing,Both Sexes,14300,22700,188600,225600
2000Q2,Manufacturing,Both Sexes,14400,22000,183900,220200
2000Q3,Manufacturing,Both Sexes,14300,21800,179500,215600
2000Q4,Manufacturing,Both Sexes,14300,22000,184300,220600
2001Q1,Manufacturing,Both Sexes,13900,23200,188600,225700
2001Q2,Manufacturing,Both Sexes,14100,22700,186400,223300
2001Q3,Manufacturing,Both Sexes,14900,23000,182200,220200
2001Q4,Manufacturing,Both Sexes,15100,24100,191500,230700
2002Q1,Manufacturing,Both Sexes,15600,24400,197300,237300
2002Q2,Manufacturing,Both Sexes,15000,24300,193000,232300
2002Q3,Manufacturing,Both Sexes,14700,23500,184700,222900
2002Q4,Manufacturing,Both Sexes,14700,24600,193800,233200
2003Q1,Manufacturing,Both Sexes,15000,24800,199600,239300
2003Q2,Manufacturing,Both Sexes,15100,22500,195100,232700
2003Q3,Manufacturing,Both Sexes,14500,22400,186800,223700
2003Q4,Manufacturing,Both Sexes,13700,23200,196500,233300
2004Q1,Manufacturing,Both Sexes,14700,23100,201500,239400
2004Q2,Manufacturing,Both Sexes,14800,23000,201600,239400
2004Q3,Manufacturing,Both Sexes,15100,21800,194500,231300
2004Q4,Manufacturing,Both Sexes,15300,20800,195500,231600
2005Q1,Manufacturing,Both Sexes,15600,19100,202800,237500
2005Q2,Manufacturing,Both Sexes,16100,20600,199200,235800
2005Q3,Manufacturing,Both Sexes,16100,22400,189300,227800
2005Q4,Manufacturing,Both Sexes,17000,20900,193400,231300
2006Q1,Manufacturing,Both Sexes,15300,21500,195200,232000
2006Q2,Manufacturing,Both Sexes,14700,20300,194300,229200
2006Q3,Manufacturing,Both Sexes,14500,19400,182100,215900
2006Q4,Manufacturing,Both Sexes,14700,20100,189800,224500
2007Q1,Manufacturing,Both Sexes,15000,20200,193000,228200
2007Q2,Manufacturing,Both Sexes,14800,19400,189600,223800
2007Q3,Manufacturing,Both Sexes,14400,19200,183800,217400
2007Q4,Manufacturing,Both Sexes,15000,18300,191300,224600
2008Q1,Manufacturing,Both Sexes,14700,17300,196200,228300
2008Q2,Manufacturing,Both Sexes,15900,18800,196200,230800
2008Q3,Manufacturing,Both Sexes,15900,18200,182400,216500
2008Q4,Manufacturing,Both Sexes,15800,16600,180800,213300
2009Q1,Manufacturing,Both Sexes,15200,16000,179800,211000
2009Q2,Manufacturing,Both Sexes,16000,15800,172100,203900
2009Q3,Manufacturing,Both Sexes,14600,16100,164100,194800
2009Q4,Manufacturing,Both Sexes,13100,15700,168700,197500
2010Q1,Manufacturing,Both Sexes,12400,17400,171400,201200
2010Q2,Manufacturing,Both Sexes,13100,16300,170700,200100
2010Q3,Manufacturing,Both Sexes,11900,13900,163900,189800
2010Q4,Manufacturing,Both Sexes,11800,16900,164900,193600
2011Q1,Manufacturing,Both Sexes,11100,14800,171300,197100
2011Q2,Manufacturing,Both Sexes,11500,15000,167300,193800
2011Q3,Manufacturing,Both Sexes,13800,17100,160000,190900
2011Q4,Manufacturing,Both Sexes,12700,17600,158400,188600
2012Q1,Manufacturing,Both Sexes,13100,16900,166800,196800
2012Q2,Manufacturing,Both Sexes,12100,15100,165000,192200
2012Q3,Manufacturing,Both Sexes,11600,15900,157600,185200
2012Q4,Manufacturing,Both Sexes,11700,16000,158900,186700
2013Q1,Manufacturing,Both Sexes,11600,14500,164500,190600
2013Q2,Manufacturing,Both Sexes,12200,15300,163500,191000
2013Q3,Manufacturing,Both Sexes,12200,14000,160900,187100
2013Q4,Manufacturing,Both Sexes,11800,16100,161000,188900
2014Q1,Manufacturing,Both Sexes,12800,16700,165100,194500
2014Q2,Manufacturing,Both Sexes,11500,15000,164400,190900
2014Q3,Manufacturing,Both Sexes,12000,14600,160400,187000
2014Q4,Manufacturing,Both Sexes,11300,15000,162300,188600
2015Q1,Manufacturing,Both Sexes,11800,14300,171600,197700
2015Q2,Manufacturing,Both Sexes,11600,14700,168800,195100
2015Q3,Manufacturing,Both Sexes,11600,14500,161800,187800
2015Q4,Manufacturing,Both Sexes,11100,14800,163500,189300
2016Q1,Manufacturing,Both Sexes,11400,13600,168500,193500
2016Q2,Manufacturing,Both Sexes,11600,14500,167800,193900
2016Q3,Manufacturing,Both Sexes,11900,14800,160300,187100
2016Q4,Manufacturing,Both Sexes,11900,15900,160000,187800
2017Q1,Manufacturing,Both Sexes,10900,16700,165600,193200
2017Q2,Manufacturing,Both Sexes,12300,16600,168800,197700
2017Q3,Manufacturing,Both Sexes,12200,16200,163400,191800
2017Q4,Manufacturing,Both Sexes,12200,14700,164500,191400
2018Q1,Manufacturing,Both Sexes,12100,14400,171500,198000
2018Q2,Manufacturing,Both Sexes,10900,14700,167400,192900
2018Q3,Manufacturing,Both Sexes,11300,16700,164400,192300
2018Q4,Manufacturing,Both Sexes,10300,16900,166300,193500
1989Q1,"Electricity, Gas, Water and Waste Services",Male,200,400,15100,15600
1989Q2,"Electricity, Gas, Water and Waste Services",Male,200,400,14700,15300
1989Q3,"Electricity, Gas, Water and Waste Services",Male,200,400,14400,15000
1989Q4,"Electricity, Gas, Water and Waste Services",Male,200,400,14100,14600
1990Q1,"Electricity, Gas, Water and Waste Services",Male,200,400,13700,14300
1990Q2,"Electricity, Gas, Water and Waste Services",Male,200,400,13500,14100
1990Q3,"Electricity, Gas, Water and Waste Services",Male,200,400,13500,14000
1990Q4,"Electricity, Gas, Water and Waste Services",Male,200,400,13500,14100
1991Q1,"Electricity, Gas, Water and Waste Services",Male,200,400,13500,14100
1991Q2,"Electricity, Gas, Water and Waste Services",Male,200,400,13300,13900
1991Q3,"Electricity, Gas, Water and Waste Services",Male,200,400,13400,14000
1991Q4,"Electricity, Gas, Water and Waste Services",Male,200,400,12800,13400
1992Q1,"Electricity, Gas, Water and Waste Services",Male,200,400,12600,13100
1992Q2,"Electricity, Gas, Water and Waste Services",Male,200,400,11800,12400
1992Q3,"Electricity, Gas, Water and Waste Services",Male,200,400,11400,12000
1992Q4,"Electricity, Gas, Water and Waste Services",Male,200,400,11500,12100
1993Q1,"Electricity, Gas, Water and Waste Services",Male,200,400,11400,12000
1993Q2,"Electricity, Gas, Water and Waste Services",Male,200,400,10900,11500
1993Q3,"Electricity, Gas, Water and Waste Services",Male,200,600,11000,11800
1993Q4,"Electricity, Gas, Water and Waste Services",Male,200,400,11000,11600
1994Q1,"Electricity, Gas, Water and Waste Services",Male,200,500,11200,11900
1994Q2,"Electricity, Gas, Water and Waste Services",Male,200,400,11100,11800
1994Q3,"Electricity, Gas, Water and Waste Services",Male,200,400,10700,11300
1994Q4,"Electricity, Gas, Water and Waste Services",Male,200,400,10500,11200
1995Q1,"Electricity, Gas, Water and Waste Services",Male,200,400,10700,11400
1995Q2,"Electricity, Gas, Water and Waste Services",Male,200,400,10500,11200
1995Q3,"Electricity, Gas, Water and Waste Services",Male,200,400,10300,11000
1995Q4,"Electricity, Gas, Water and Waste Services",Male,200,400,10100,10700
1996Q1,"Electricity, Gas, Water and Waste Services",Male,200,400,9900,10500
1996Q2,"Electricity, Gas, Water and Waste Services",Male,200,400,9800,10400
1996Q3,"Electricity, Gas, Water and Waste Services",Male,200,400,9700,10400
1996Q4,"Electricity, Gas, Water and Waste Services",Male,200,400,9900,10500
1997Q1,"Electricity, Gas, Water and Waste Services",Male,200,400,10000,10700
1997Q2,"Electricity, Gas, Water and Waste Services",Male,200,400,9600,10200
1997Q3,"Electricity, Gas, Water and Waste Services",Male,200,400,9200,9900
1997Q4,"Electricity, Gas, Water and Waste Services",Male,200,400,8800,9400
1998Q1,"Electricity, Gas, Water and Waste Services",Male,200,400,8500,9100
1998Q2,"Electricity, Gas, Water and Waste Services",Male,200,400,8400,9000
1998Q3,"Electricity, Gas, Water and Waste Services",Male,200,400,8200,8800
1998Q4,"Electricity, Gas, Water and Waste Services",Male,200,400,7700,8300
1999Q1,"Electricity, Gas, Water and Waste Services",Male,200,400,8200,8900
1999Q2,"Electricity, Gas, Water and Waste Services",Male,200,500,7000,7800
1999Q3,"Electricity, Gas, Water and Waste Services",Male,200,400,6900,7500
1999Q4,"Electricity, Gas, Water and Waste Services",Male,200,500,6300,7000
2000Q1,"Electricity, Gas, Water and Waste Services",Male,200,500,6500,7200
2000Q2,"Electricity, Gas, Water and Waste Services",Male,200,400,7000,7600
2000Q3,"Electricity, Gas, Water and Waste Services",Male,200,400,6100,6800
2000Q4,"Electricity, Gas, Water and Waste Services",Male,200,400,6400,7000
2001Q1,"Electricity, Gas, Water and Waste Services",Male,200,500,6300,7100
2001Q2,"Electricity, Gas, Water and Waste Services",Male,200,500,6400,7200
2001Q3,"Electricity, Gas, Water and Waste Services",Male,200,500,6100,6800
2001Q4,"Electricity, Gas, Water and Waste Services",Male,200,500,6300,7000
2002Q1,"Electricity, Gas, Water and Waste Services",Male,200,500,6500,7200
2002Q2,"Electricity, Gas, Water and Waste Services",Male,200,500,6200,6900
2002Q3,"Electricity, Gas, Water and Waste Services",Male,200,500,6100,6800
2002Q4,"Electricity, Gas, Water and Waste Services",Male,200,500,6200,6800
2003Q1,"Electricity, Gas, Water and Waste Services",Male,200,500,6400,7000
2003Q2,"Electricity, Gas, Water and Waste Services",Male,200,500,6300,7000
2003Q3,"Electricity, Gas, Water and Waste Services",Male,200,500,6000,6700
2003Q4,"Electricity, Gas, Water and Waste Services",Male,200,500,6300,7000
2004Q1,"Electricity, Gas, Water and Waste Services",Male,200,500,6300,7000
2004Q2,"Electricity, Gas, Water and Waste Services",Male,200,400,6200,6800
2004Q3,"Electricity, Gas, Water and Waste Services",Male,300,500,6300,7000
2004Q4,"Electricity, Gas, Water and Waste Services",Male,200,400,6000,6600
2005Q1,"Electricity, Gas, Water and Waste Services",Male,200,500,6400,7200
2005Q2,"Electricity, Gas, Water and Waste Services",Male,200,500,6400,7000
2005Q3,"Electricity, Gas, Water and Waste Services",Male,200,500,6300,7000
2005Q4,"Electricity, Gas, Water and Waste Services",Male,200,600,6200,7000
2006Q1,"Electricity, Gas, Water and Waste Services",Male,300,500,6100,6900
2006Q2,"Electricity, Gas, Water and Waste Services",Male,300,500,5900,6700
2006Q3,"Electricity, Gas, Water and Waste Services",Male,300,500,5800,6600
2006Q4,"Electricity, Gas, Water and Waste Services",Male,300,600,5800,6600
2007Q1,"Electricity, Gas, Water and Waste Services",Male,300,500,5900,6700
2007Q2,"Electricity, Gas, Water and Waste Services",Male,300,600,5600,6400
2007Q3,"Electricity, Gas, Water and Waste Services",Male,300,500,5600,6500
