YearQuarter,Industry,Gender,Average Weekly Ordinary Time Hours Paid,Average Weekly Overtime Hours Paid,Average Total (Ordinary Time + Overtime) Weekly Hours Paid
2012Q1,Manufacturing,Male,37.95,1.9,39.85
2012Q2,Manufacturing,Male,38.28,2.17,40.45
2012Q3,Manufacturing,Male,37.88,1.96,39.84
2012Q4,Manufacturing,Male,38.15,1.89,40.04
2013Q1,Manufacturing,Male,38.55,2.29,40.84
2013Q2,Manufacturing,Male,38.52,1.97,40.49
2013Q3,Manufacturing,Male,38.14,1.79,39.93
2013Q4,Manufacturing,Male,38.03,2.13,40.16
2014Q1,Manufacturing,Male,38.58,2.55,41.13
2014Q2,Manufacturing,Male,38.91,2.1,41.01
2014Q3,Manufacturing,Male,38.64,1.81,40.45
2014Q4,Manufacturing,Male,38.41,2.13,40.55
2015Q1,Manufacturing,Male,39.54,2.25,41.8
2015Q2,Manufacturing,Male,38.78,2.01,40.79
2015Q3,Manufacturing,Male,38.6,1.83,40.43
2015Q4,Manufacturing,Male,38.84,2.07,40.91
2016Q1,Manufacturing,Male,38.47,1.97,40.44
2016Q2,Manufacturing,Male,38.9,2.11,41.01
2016Q3,Manufacturing,Male,38.53,2.08,40.61
2016Q4,Manufacturing,Male,38.71,2.27,40.98
2017Q1,Manufacturing,Male,38.2,2.06,40.26
2017Q2,Manufacturing,Male,39.15,2.37,41.53
2017Q3,Manufacturing,Male,38.44,2.03,40.47
2017Q4,Manufacturing,Male,38.27,2.13,40.4
2018Q1,Manufacturing,Male,38.11,2.07,40.18
2018Q2,Manufacturing,Male,39.52,2.36,41.87
2018Q3,Manufacturing,Male,38.58,2.07,40.64
2018Q4,Manufacturing,Male,38.6,2.19,40.79
1989Q1,Manufacturing,Female,33.13,1.65,34.79
1989Q2,Manufacturing,Female,33.09,1.54,34.63
1989Q3,Manufacturing,Female,32.56,1.5,34.06
1989Q4,Manufacturing,Female,32.82,1.64,34.46
1990Q1,Manufacturing,Female,33.1,1.8,34.9
1990Q2,Manufacturing,Female,32.73,1.55,34.29
1990Q3,Manufacturing,Female,32.64,1.3,33.94
1990Q4,Manufacturing,Female,32.8,1.63,34.42
1991Q1,Manufacturing,Female,33.1,1.54,34.64
1991Q2,Manufacturing,Female,32.87,1.23,34.09
1991Q3,Manufacturing,Female,32.96,1.16,34.12
1991Q4,Manufacturing,Female,32.89,1.56,34.45
1992Q1,Manufacturing,Female,33.37,1.55,34.92
1992Q2,Manufacturing,Female,33.02,1.38,34.4
1992Q3,Manufacturing,Female,33.16,1.45,34.61
1992Q4,Manufacturing,Female,33.33,1.57,34.91
1993Q1,Manufacturing,Female,33.41,1.57,34.98
1993Q2,Manufacturing,Female,33.09,1.41,34.5
1993Q3,Manufacturing,Female,33.24,1.43,34.67
1993Q4,Manufacturing,Female,33.36,1.78,35.13
1994Q1,Manufacturing,Female,33.22,1.78,34.99
1994Q2,Manufacturing,Female,33.45,1.66,35.1
1994Q3,Manufacturing,Female,33.14,1.78,34.92
1994Q4,Manufacturing,Female,33.52,2.05,35.57
1995Q1,Manufacturing,Female,33.45,1.82,35.27
1995Q2,Manufacturing,Female,33.43,1.6,35.03
1995Q3,Manufacturing,Female,33.05,1.53,34.58
1995Q4,Manufacturing,Female,33.53,1.65,35.18
1996Q1,Manufacturing,Female,33.55,1.64,35.19
1996Q2,Manufacturing,Female,33.41,1.36,34.77
1996Q3,Manufacturing,Female,33.17,1.38,34.54
1996Q4,Manufacturing,Female,33.22,1.78,35
1997Q1,Manufacturing,Female,33.09,1.58,34.67
1997Q2,Manufacturing,Female,33.1,1.28,34.38
1997Q3,Manufacturing,Female,32.59,1.27,33.85
1997Q4,Manufacturing,Female,32.87,1.69,34.56
1998Q1,Manufacturing,Female,32.94,1.64,34.59
1998Q2,Manufacturing,Female,32.52,1.17,33.7
1998Q3,Manufacturing,Female,32.4,1.13,33.53
1998Q4,Manufacturing,Female,32.59,1.57,34.16
1999Q1,Manufacturing,Female,32.81,1.34,34.15
1999Q2,Manufacturing,Female,32.9,1.21,34.11
1999Q3,Manufacturing,Female,32.47,1.23,33.69
1999Q4,Manufacturing,Female,32.96,1.42,34.38
2000Q1,Manufacturing,Female,32.91,1.29,34.2
2000Q2,Manufacturing,Female,33.02,1.39,34.41
2000Q3,Manufacturing,Female,32.67,1.17,33.84
2000Q4,Manufacturing,Female,32.76,1.55,34.31
2001Q1,Manufacturing,Female,32.79,1.41,34.2
2001Q2,Manufacturing,Female,33.16,1.28,34.44
2001Q3,Manufacturing,Female,32.63,1.29,33.93
2001Q4,Manufacturing,Female,32.03,1.61,33.64
2002Q1,Manufacturing,Female,32.99,1.44,34.43
2002Q2,Manufacturing,Female,32.73,1.29,34.02
2002Q3,Manufacturing,Female,32.83,1.67,34.5
2002Q4,Manufacturing,Female,32.66,1.47,34.13
2003Q1,Manufacturing,Female,33.47,1.55,35.02
2003Q2,Manufacturing,Female,32.58,1.26,33.85
2003Q3,Manufacturing,Female,32.83,1.37,34.2
2003Q4,Manufacturing,Female,32.72,1.75,34.47
2004Q1,Manufacturing,Female,33.04,1.37,34.4
2004Q2,Manufacturing,Female,32.95,1.29,34.24
2004Q3,Manufacturing,Female,33.27,1.53,34.8
2004Q4,Manufacturing,Female,33.57,1.76,35.33
2005Q1,Manufacturing,Female,34,1.5,35.5
2005Q2,Manufacturing,Female,33.08,1.33,34.41
2005Q3,Manufacturing,Female,31.95,1.12,33.07
2005Q4,Manufacturing,Female,32.23,1.34,33.57
2006Q1,Manufacturing,Female,32.64,1.16,33.8
2006Q2,Manufacturing,Female,31.91,1.28,33.2
2006Q3,Manufacturing,Female,32.79,1.41,34.2
2006Q4,Manufacturing,Female,32.86,1.58,34.44
2007Q1,Manufacturing,Female,33.08,1.42,34.49
2007Q2,Manufacturing,Female,32.88,1.28,34.15
2007Q3,Manufacturing,Female,32.8,1.39,34.19
2007Q4,Manufacturing,Female,33.16,1.52,34.68
2008Q1,Manufacturing,Female,33.41,1.67,35.08
2008Q2,Manufacturing,Female,33.05,1.41,34.45
2008Q3,Manufacturing,Female,31.79,1.23,33.02
2008Q4,Manufacturing,Female,32.07,1.33,33.4
2009Q1,Manufacturing,Female,33.05,1.34,34.39
2009Q2,Manufacturing,Female,32.63,1.27,33.9
2009Q3,Manufacturing,Female,31.71,0.87,32.58
2009Q4,Manufacturing,Female,32.5,1.05,33.55
2010Q1,Manufacturing,Female,32.37,0.99,33.36
2010Q2,Manufacturing,Female,33.03,0.99,34.02
2010Q3,Manufacturing,Female,32.88,0.99,33.86
2010Q4,Manufacturing,Female,33.22,1,34.22
2011Q1,Manufacturing,Female,33.24,1.07,34.31
2011Q2,Manufacturing,Female,33.35,1.1,34.45
2011Q3,Manufacturing,Female,32.84,0.97,33.81
2011Q4,Manufacturing,Female,32.47,0.92,33.39
2012Q1,Manufacturing,Female,33.18,0.87,34.05
2012Q2,Manufacturing,Female,33.25,1.08,34.33
2012Q3,Manufacturing,Female,32.95,0.99,33.94
2012Q4,Manufacturing,Female,33.32,1.08,34.4
2013Q1,Manufacturing,Female,33.66,1.11,34.77
2013Q2,Manufacturing,Female,33.51,0.91,34.42
2013Q3,Manufacturing,Female,34.35,0.86,35.22
2013Q4,Manufacturing,Female,33.08,1.17,34.25
2014Q1,Manufacturing,Female,33.57,1.39,34.96
2014Q2,Manufacturing,Female,34.04,0.93,34.97
2014Q3,Manufacturing,Female,32.97,1.01,33.99
2014Q4,Manufacturing,Female,33.7,1.11,34.81
2015Q1,Manufacturing,Female,34.39,1.24,35.63
2015Q2,Manufacturing,Female,34.72,0.97,35.69
2015Q3,Manufacturing,Female,33.85,0.99,34.85
2015Q4,Manufacturing,Female,33.88,1.12,35
2016Q1,Manufacturing,Female,32.97,1.09,34.06
2016Q2,Manufacturing,Female,34.06,0.96,35.01
2016Q3,Manufacturing,Female,34.02,1,35.02
2016Q4,Manufacturing,Female,33.48,1.18,34.66
2017Q1,Manufacturing,Female,33.69,1.18,34.87
2017Q2,Manufacturing,Female,34.84,1.13,35.97
2017Q3,Manufacturing,Female,33.67,0.95,34.62
2017Q4,Manufacturing,Female,33.7,0.95,34.65
2018Q1,Manufacturing,Female,34.56,1.01,35.57
2018Q2,Manufacturing,Female,34.72,1.06,35.77
2018Q3,Manufacturing,Female,33.56,0.97,34.53
2018Q4,Manufacturing,Female,33.05,1.05,34.1
1989Q1,Manufacturing,Both Sexes,35.64,3.25,38.88
1989Q2,Manufacturing,Both Sexes,35.37,3.11,38.47
1989Q3,Manufacturing,Both Sexes,35.43,2.99,38.42
1989Q4,Manufacturing,Both Sexes,35.9,3.37,39.27
1990Q1,Manufacturing,Both Sexes,35.78,3.53,39.31
1990Q2,Manufacturing,Both Sexes,35.5,3.48,38.97
1990Q3,Manufacturing,Both Sexes,35.52,2.83,38.35
1990Q4,Manufacturing,Both Sexes,35.63,3.23,38.86
1991Q1,Manufacturing,Both Sexes,35.87,3.03,38.89
1991Q2,Manufacturing,Both Sexes,35.45,2.64,38.09
1991Q3,Manufacturing,Both Sexes,35.76,2.4,38.16
1991Q4,Manufacturing,Both Sexes,35.8,2.98,38.78
1992Q1,Manufacturing,Both Sexes,36.16,3.04,39.2
1992Q2,Manufacturing,Both Sexes,35.91,2.85,38.76
1992Q3,Manufacturing,Both Sexes,35.84,2.62,38.46
1992Q4,Manufacturing,Both Sexes,36.17,3.18,39.34
1993Q1,Manufacturing,Both Sexes,36.43,3.23,39.66
1993Q2,Manufacturing,Both Sexes,36.05,2.86,38.91
1993Q3,Manufacturing,Both Sexes,36.29,2.81,39.1
1993Q4,Manufacturing,Both Sexes,36.29,3.32,39.61
1994Q1,Manufacturing,Both Sexes,36.24,3.13,39.37
1994Q2,Manufacturing,Both Sexes,36.51,3.22,39.73
1994Q3,Manufacturing,Both Sexes,36.33,3.15,39.48
1994Q4,Manufacturing,Both Sexes,36.51,3.53,40.04
1995Q1,Manufacturing,Both Sexes,36.44,3.32,39.76
1995Q2,Manufacturing,Both Sexes,36.52,3.01,39.53
1995Q3,Manufacturing,Both Sexes,36.12,2.76,38.88
1995Q4,Manufacturing,Both Sexes,36.49,3.19,39.68
1996Q1,Manufacturing,Both Sexes,36.43,3.05,39.48
1996Q2,Manufacturing,Both Sexes,36.27,2.7,38.97
1996Q3,Manufacturing,Both Sexes,36.22,2.57,38.8
1996Q4,Manufacturing,Both Sexes,36.36,3.16,39.52
1997Q1,Manufacturing,Both Sexes,36.23,2.86,39.09
1997Q2,Manufacturing,Both Sexes,36.34,2.65,39
1997Q3,Manufacturing,Both Sexes,36.06,2.48,38.54
1997Q4,Manufacturing,Both Sexes,35.98,2.87,38.85
1998Q1,Manufacturing,Both Sexes,36.18,2.78,38.96
1998Q2,Manufacturing,Both Sexes,35.68,2.15,37.82
1998Q3,Manufacturing,Both Sexes,35.8,2.07,37.87
1998Q4,Manufacturing,Both Sexes,35.89,2.56,38.45
1999Q1,Manufacturing,Both Sexes,36.29,2.37,38.67
1999Q2,Manufacturing,Both Sexes,36.08,2.19,38.27
1999Q3,Manufacturing,Both Sexes,36.07,2.18,38.25
1999Q4,Manufacturing,Both Sexes,36.38,2.54,38.91
2000Q1,Manufacturing,Both Sexes,36.47,2.34,38.81
2000Q2,Manufacturing,Both Sexes,36.46,2.19,38.65
2000Q3,Manufacturing,Both Sexes,36.44,2.06,38.5
2000Q4,Manufacturing,Both Sexes,36.68,2.52,39.2
2001Q1,Manufacturing,Both Sexes,36.48,2.43,38.91
2001Q2,Manufacturing,Both Sexes,36.81,2.4,39.21
2001Q3,Manufacturing,Both Sexes,36.12,2.17,38.29
2001Q4,Manufacturing,Both Sexes,36.16,2.43,38.59
2002Q1,Manufacturing,Both Sexes,36.44,2.32,38.77
2002Q2,Manufacturing,Both Sexes,36.64,2.38,39.02
2002Q3,Manufacturing,Both Sexes,36.74,2.29,39.04
2002Q4,Manufacturing,Both Sexes,36.39,2.52,38.91
2003Q1,Manufacturing,Both Sexes,37.09,2.54,39.64
2003Q2,Manufacturing,Both Sexes,36.7,2.18,38.89
2003Q3,Manufacturing,Both Sexes,36.77,2.16,38.93
2003Q4,Manufacturing,Both Sexes,35.97,2.48,38.45
2004Q1,Manufacturing,Both Sexes,37.11,2.4,39.51
2004Q2,Manufacturing,Both Sexes,36.8,2.33,39.13
2004Q3,Manufacturing,Both Sexes,36.89,2.29,39.18
2004Q4,Manufacturing,Both Sexes,37.05,2.52,39.57
2005Q1,Manufacturing,Both Sexes,37.29,2.42,39.72
2005Q2,Manufacturing,Both Sexes,36.96,2.36,39.32
2005Q3,Manufacturing,Both Sexes,36.14,1.81,37.95
2005Q4,Manufacturing,Both Sexes,36.18,2.11,38.29
2006Q1,Manufacturing,Both Sexes,36.15,1.94,38.09
2006Q2,Manufacturing,Both Sexes,36.16,2.08,38.24
2006Q3,Manufacturing,Both Sexes,36.83,1.97,38.81
2006Q4,Manufacturing,Both Sexes,36.59,2.14,38.73
2007Q1,Manufacturing,Both Sexes,36.8,2.1,38.9
2007Q2,Manufacturing,Both Sexes,36.79,1.94,38.73
2007Q3,Manufacturing,Both Sexes,36.44,1.93,38.37
2007Q4,Manufacturing,Both Sexes,36.65,2.18,38.83
2008Q1,Manufacturing,Both Sexes,37.05,2.46,39.51
2008Q2,Manufacturing,Both Sexes,36.82,2.11,38.93
2008Q3,Manufacturing,Both Sexes,36.08,1.9,37.98
2008Q4,Manufacturing,Both Sexes,35.84,1.96,37.8
2009Q1,Manufacturing,Both Sexes,36.42,2.04,38.46
2009Q2,Manufacturing,Both Sexes,36.22,1.76,37.98
2009Q3,Manufacturing,Both Sexes,36.2,1.46,37.65
2009Q4,Manufacturing,Both Sexes,36.44,1.66,38.1
2010Q1,Manufacturing,Both Sexes,36.36,1.54,37.9
2010Q2,Manufacturing,Both Sexes,36.89,1.82,38.71
2010Q3,Manufacturing,Both Sexes,36.74,1.72,38.46
2010Q4,Manufacturing,Both Sexes,37.06,1.75,38.81
2011Q1,Manufacturing,Both Sexes,36.76,1.71,38.47
2011Q2,Manufacturing,Both Sexes,37.17,1.77,38.94
2011Q3,Manufacturing,Both Sexes,36.74,1.73,38.47
2011Q4,Manufacturing,Both Sexes,36.36,1.63,37.99
2012Q1,Manufacturing,Both Sexes,36.71,1.63,38.35
2012Q2,Manufacturing,Both Sexes,36.98,1.89,38.87
2012Q3,Manufacturing,Both Sexes,36.63,1.71,38.34
2012Q4,Manufacturing,Both Sexes,36.94,1.69,38.63
2013Q1,Manufacturing,Both Sexes,37.29,1.98,39.27
2013Q2,Manufacturing,Both Sexes,37.23,1.7,38.93
2013Q3,Manufacturing,Both Sexes,37.18,1.56,38.74
2013Q4,Manufacturing,Both Sexes,36.75,1.88,38.64
2014Q1,Manufacturing,Both Sexes,37.27,2.25,39.52
2014Q2,Manufacturing,Both Sexes,37.67,1.8,39.47
2014Q3,Manufacturing,Both Sexes,37.21,1.61,38.82
2014Q4,Manufacturing,Both Sexes,37.23,1.88,39.11
2015Q1,Manufacturing,Both Sexes,38.22,1.99,40.22
2015Q2,Manufacturing,Both Sexes,37.75,1.75,39.5
2015Q3,Manufacturing,Both Sexes,37.41,1.62,39.03
2015Q4,Manufacturing,Both Sexes,37.57,1.83,39.39
2016Q1,Manufacturing,Both Sexes,37.06,1.75,38.81
2016Q2,Manufacturing,Both Sexes,37.64,1.81,39.45
2016Q3,Manufacturing,Both Sexes,37.36,1.8,39.16
2016Q4,Manufacturing,Both Sexes,37.34,1.98,39.32
2017Q1,Manufacturing,Both Sexes,37.04,1.83,38.87
2017Q2,Manufacturing,Both Sexes,38.03,2.05,40.08
2017Q3,Manufacturing,Both Sexes,37.21,1.75,38.96
2017Q4,Manufacturing,Both Sexes,37.11,1.83,38.93
2018Q1,Manufacturing,Both Sexes,37.2,1.8,39
2018Q2,Manufacturing,Both Sexes,38.23,2.01,40.24
2018Q3,Manufacturing,Both Sexes,37.24,1.78,39.02
2018Q4,Manufacturing,Both Sexes,37.07,1.88,38.95
1989Q1,"Electricity, Gas, Water and Waste Services",Male,37.96,2.55,40.51
1989Q2,"Electricity, Gas, Water and Waste Services",Male,37.97,2.45,40.42
1989Q3,"Electricity, Gas, Water and Waste Services",Male,38.02,2.41,40.44
1989Q4,"Electricity, Gas, Water and Waste Services",Male,38.15,2.89,41.04
1990Q1,"Electricity, Gas, Water and Waste Services",Male,37.92,2.88,40.8
1990Q2,"Electricity, Gas, Water and Waste Services",Male,38.02,2.82,40.84
1990Q3,"Electricity, Gas, Water and Waste Services",Male,38.08,2.67,40.75
1990Q4,"Electricity, Gas, Water and Waste Services",Male,38.11,2.71,40.81
1991Q1,"Electricity, Gas, Water and Waste Services",Male,38.27,2.58,40.85
1991Q2,"Electricity, Gas, Water and Waste Services",Male,37.95,2.42,40.38
1991Q3,"Electricity, Gas, Water and Waste Services",Male,37.96,2.15,40.1
1991Q4,"Electricity, Gas, Water and Waste Services",Male,37.8,2.46,40.25
1992Q1,"Electricity, Gas, Water and Waste Services",Male,38.51,2.65,41.16
1992Q2,"Electricity, Gas, Water and Waste Services",Male,38.7,2.51,41.21
1992Q3,"Electricity, Gas, Water and Waste Services",Male,38.5,2.39,40.89
1992Q4,"Electricity, Gas, Water and Waste Services",Male,38.71,2.36,41.07
1993Q1,"Electricity, Gas, Water and Waste Services",Male,38.82,2.54,41.36
1993Q2,"Electricity, Gas, Water and Waste Services",Male,38.45,2.39,40.84
1993Q3,"Electricity, Gas, Water and Waste Services",Male,38.04,1.89,39.93
1993Q4,"Electricity, Gas, Water and Waste Services",Male,38.55,2.17,40.73
1994Q1,"Electricity, Gas, Water and Waste Services",Male,38.71,2.38,41.09
1994Q2,"Electricity, Gas, Water and Waste Services",Male,38.79,2.27,41.06
1994Q3,"Electricity, Gas, Water and Waste Services",Male,38.7,2.1,40.8
1994Q4,"Electricity, Gas, Water and Waste Services",Male,38.77,2.66,41.43
1995Q1,"Electricity, Gas, Water and Waste Services",Male,38.87,2.32,41.19
1995Q2,"Electricity, Gas, Water and Waste Services",Male,38.75,2.46,41.21
1995Q3,"Electricity, Gas, Water and Waste Services",Male,38.77,2.25,41.01
1995Q4,"Electricity, Gas, Water and Waste Services",Male,39.07,2.55,41.62
1996Q1,"Electricity, Gas, Water and Waste Services",Male,38.73,2.3,41.03
1996Q2,"Electricity, Gas, Water and Waste Services",Male,38.88,2.21,41.1
1996Q3,"Electricity, Gas, Water and Waste Services",Male,38.92,2.18,41.11
1996Q4,"Electricity, Gas, Water and Waste Services",Male,39.25,2.36,41.61
1997Q1,"Electricity, Gas, Water and Waste Services",Male,38.93,1.91,40.84
1997Q2,"Electricity, Gas, Water and Waste Services",Male,38.79,2.07,40.86
1997Q3,"Electricity, Gas, Water and Waste Services",Male,38.71,1.77,40.48
1997Q4,"Electricity, Gas, Water and Waste Services",Male,38.86,1.85,40.71
1998Q1,"Electricity, Gas, Water and Waste Services",Male,39.08,1.8,40.89
1998Q2,"Electricity, Gas, Water and Waste Services",Male,38.92,1.53,40.45
1998Q3,"Electricity, Gas, Water and Waste Services",Male,39.2,1.22,40.42
1998Q4,"Electricity, Gas, Water and Waste Services",Male,39.1,1.43,40.53
1999Q1,"Electricity, Gas, Water and Waste Services",Male,39.1,1.41,40.51
1999Q2,"Electricity, Gas, Water and Waste Services",Male,37.61,1.39,39
1999Q3,"Electricity, Gas, Water and Waste Services",Male,38.78,1.33,40.11
1999Q4,"Electricity, Gas, Water and Waste Services",Male,38.36,1.51,39.86
2000Q1,"Electricity, Gas, Water and Waste Services",Male,38.31,1.4,39.71
2000Q2,"Electricity, Gas, Water and Waste Services",Male,38.14,1.15,39.29
2000Q3,"Electricity, Gas, Water and Waste Services",Male,38.24,0.95,39.18
2000Q4,"Electricity, Gas, Water and Waste Services",Male,39.45,1.13,40.58
2001Q1,"Electricity, Gas, Water and Waste Services",Male,38.27,1.3,39.56
2001Q2,"Electricity, Gas, Water and Waste Services",Male,38.2,1.16,39.36
2001Q3,"Electricity, Gas, Water and Waste Services",Male,38.42,1.11,39.53
2001Q4,"Electricity, Gas, Water and Waste Services",Male,37.37,1.42,38.79
2002Q1,"Electricity, Gas, Water and Waste Services",Male,37.8,1.31,39.11
2002Q2,"Electricity, Gas, Water and Waste Services",Male,37.96,1.09,39.05
2002Q3,"Electricity, Gas, Water and Waste Services",Male,37.67,1.13,38.8
2002Q4,"Electricity, Gas, Water and Waste Services",Male,37.62,1.12,38.74
2003Q1,"Electricity, Gas, Water and Waste Services",Male,37.67,1.05,38.72
2003Q2,"Electricity, Gas, Water and Waste Services",Male,37.56,1.35,38.91
2003Q3,"Electricity, Gas, Water and Waste Services",Male,38.23,1.15,39.37
2003Q4,"Electricity, Gas, Water and Waste Services",Male,37.71,1.77,39.48
2004Q1,"Electricity, Gas, Water and Waste Services",Male,39.06,1.91,40.98
2004Q2,"Electricity, Gas, Water and Waste Services",Male,39,1.88,40.88
2004Q3,"Electricity, Gas, Water and Waste Services",Male,39.02,1.38,40.41
2004Q4,"Electricity, Gas, Water and Waste Services",Male,38.82,1.72,40.54
2005Q1,"Electricity, Gas, Water and Waste Services",Male,38.64,1.43,40.07
2005Q2,"Electricity, Gas, Water and Waste Services",Male,39.41,1.47,40.88
2005Q3,"Electricity, Gas, Water and Waste Services",Male,39.27,1.56,40.83
2005Q4,"Electricity, Gas, Water and Waste Services",Male,39.5,1.3,40.8
2006Q1,"Electricity, Gas, Water and Waste Services",Male,39.5,1.22,40.72
2006Q2,"Electricity, Gas, Water and Waste Services",Male,38.74,1.02,39.75
2006Q3,"Electricity, Gas, Water and Waste Services",Male,38.36,0.93,39.29
2006Q4,"Electricity, Gas, Water and Waste Services",Male,38.89,0.88,39.77
2007Q1,"Electricity, Gas, Water and Waste Services",Male,38.56,0.92,39.48
2007Q2,"Electricity, Gas, Water and Waste Services",Male,39.06,0.79,39.85
2007Q3,"Electricity, Gas, Water and Waste Services",Male,39.57,0.76,40.32
2007Q4,"Electricity, Gas, Water and Waste Services",Male,39.78,0.78,40.56
2008Q1,"Electricity, Gas, Water and Waste Services",Male,38.77,0.83,39.59
2008Q2,"Electricity, Gas, Water and Waste Services",Male,39.37,0.61,39.98
2008Q3,"Electricity, Gas, Water and Waste Services",Male,39.55,0.78,40.33
2008Q4,"Electricity, Gas, Water and Waste Services",Male,39.4,0.5,39.9
2009Q1,"Electricity, Gas, Water and Waste Services",Male,39.17,0.6,39.77
2009Q2,"Electricity, Gas, Water and Waste Services",Male,39.71,0.42,40.13
2009Q3,"Electricity, Gas, Water and Waste Services",Male,38.78,0.58,39.37
2009Q4,"Electricity, Gas, Water and Waste Services",Male,38.29,1.16,39.46
2010Q1,"Electricity, Gas, Water and Waste Services",Male,37.34,1.56,38.9
2010Q2,"Electricity, Gas, Water and Waste Services",Male,37.22,1.57,38.8
2010Q3,"Electricity, Gas, Water and Waste Services",Male,37.56,1.8,39.37
2010Q4,"Electricity, Gas, Water and Waste Services",Male,38.85,1.63,40.48
2011Q1,"Electricity, Gas, Water and Waste Services",Male,38.24,1.55,39.8
2011Q2,"Electricity, Gas, Water and Waste Services",Male,35.49,1.65,37.14
2011Q3,"Electricity, Gas, Water and Waste Services",Male,37.77,1.94,39.71
2011Q4,"Electricity, Gas, Water and Waste Services",Male,37.75,1.78,39.53
2012Q1,"Electricity, Gas, Water and Waste Services",Male,35.54,1.45,36.99
2012Q2,"Electricity, Gas, Water and Waste Services",Male,38.33,1.59,39.92
2012Q3,"Electricity, Gas, Water and Waste Services",Male,36.75,1.41,38.16
2012Q4,"Electricity, Gas, Water and Waste Services",Male,37.23,1.97,39.19
2013Q1,"Electricity, Gas, Water and Waste Services",Male,35.53,1.63,37.16
2013Q2,"Electricity, Gas, Water and Waste Services",Male,37.11,1.65,38.76
2013Q3,"Electricity, Gas, Water and Waste Services",Male,37.75,1.72,39.47
2013Q4,"Electricity, Gas, Water and Waste Services",Male,38.38,1.82,40.2
2014Q1,"Electricity, Gas, Water and Waste Services",Male,38.5,1.15,39.65
2014Q2,"Electricity, Gas, Water and Waste Services",Male,38.92,1.05,39.98
2014Q3,"Electricity, Gas, Water and Waste Services",Male,39.34,1.34,40.68
2014Q4,"Electricity, Gas, Water and Waste Services",Male,38.83,2.09,40.91
2015Q1,"Electricity, Gas, Water and Waste Services",Male,38.34,1.85,40.19
2015Q2,"Electricity, Gas, Water and Waste Services",Male,38.42,1.54,39.96
2015Q3,"Electricity, Gas, Water and Waste Services",Male,38.96,1.56,40.52
2015Q4,"Electricity, Gas, Water and Waste Services",Male,38.54,1.09,39.63
2016Q1,"Electricity, Gas, Water and Waste Services",Male,38.71,1.18,39.89
2016Q2,"Electricity, Gas, Water and Waste Services",Male,38.92,1.62,40.55
2016Q3,"Electricity, Gas, Water and Waste Services",Male,39.27,0.91,40.19
2016Q4,"Electricity, Gas, Water and Waste Services",Male,39.3,0.85,40.15
2017Q1,"Electricity, Gas, Water and Waste Services",Male,39.34,0.89,40.24
2017Q2,"Electricity, Gas, Water and Waste Services",Male,38.24,1.45,39.69
2017Q3,"Electricity, Gas, Water and Waste Services",Male,38.93,1.43,40.36
2017Q4,"Electricity, Gas, Water and Waste Services",Male,39.62,1.39,41.01
2018Q1,"Electricity, Gas, Water and Waste Services",Male,38.46,1.3,39.75
2018Q2,"Electricity, Gas, Water and Waste Services",Male,39.57,0.8,40.37
2018Q3,"Electricity, Gas, Water and Waste Services",Male,39.52,0.79,40.32
2018Q4,"Electricity, Gas, Water and Waste Services",Male,38.83,0.91,39.74
1989Q1,"Electricity, Gas, Water and Waste Services",Female,34.39,0.73,35.12
1989Q2,"Electricity, Gas, Water and Waste Services",Female,34.4,0.75,35.15
1989Q3,"Electricity, Gas, Water and Waste Services",Female,33.92,0.69,34.6
1989Q4,"Electricity, Gas, Water and Waste Services",Female,33.83,0.78,34.61
1990Q1,"Electricity, Gas, Water and Waste Services",Female,33.79,0.7,34.49
1990Q2,"Electricity, Gas, Water and Waste Services",Female,34.45,0.93,35.39
